participants,item,genre_grammatical,score_miserky,description,stereotype,numero_item,question,score,RT,genre_gram_le
1542050143 5e61d85f04a0afba208cb06fd81b2337,zoologiste,le,0.48,neutre_le,neutre,18,1.,NA,NA,ale
1542050143 5e61d85f04a0afba208cb06fd81b2337,paysagiste,le,0.28,masculin_le,masculin,16,1.,NA,NA,ale
1542050143 5e61d85f04a0afba208cb06fd81b2337,fleuriste,le,0.81,feminin_le,feminin,17,1.,NA,NA,ale
1542050143 5e61d85f04a0afba208cb06fd81b2337,sténographe,le,0.5,neutre_le,neutre,30,1.,NA,NA,ale
1542050143 5e61d85f04a0afba208cb06fd81b2337,chimiste,le,0.3,masculin_le,masculin,22,1.,NA,NA,ale
1542050143 5e61d85f04a0afba208cb06fd81b2337,logopédiste,le,0.66,feminin_le,feminin,23,1.,NA,NA,ale
1542050143 5e61d85f04a0afba208cb06fd81b2337,vétérinaire,le,0.49,neutre_le,neutre,36,1.,NA,NA,ale
1542050143 5e61d85f04a0afba208cb06fd81b2337,neurologue,le,0.32,masculin_le,masculin,10,1.,NA,NA,ale
1542050143 5e61d85f04a0afba208cb06fd81b2337,nutritionniste,le,0.74,feminin_le,feminin,11,1.,NA,NA,ale
1542050143 5e61d85f04a0afba208cb06fd81b2337,biologiste,le,0.48,neutre_le,neutre,24,1.,NA,NA,ale
1542050143 5e61d85f04a0afba208cb06fd81b2337,ministre,le,0.25,masculin_le,masculin,4,1.,NA,NA,ale
1542050143 5e61d85f04a0afba208cb06fd81b2337,dactylo,le,0.65,feminin_le,feminin,29,1.,NA,NA,ale
1542050143 5e61d85f04a0afba208cb06fd81b2337,graphiste,le,0.43,neutre_le,neutre,6,1.,NA,NA,ale
1542050143 5e61d85f04a0afba208cb06fd81b2337,photographe,la,0.45,neutre_la,neutre,21,1.,NA,NA,la
1542050143 5e61d85f04a0afba208cb06fd81b2337,babysitter,la,0.9,feminin_la,feminin,32,1.,NA,NA,la
1542050143 5e61d85f04a0afba208cb06fd81b2337,croque-mort,la,0.23,masculin_la,masculin,25,1.,NA,NA,la
1542050143 5e61d85f04a0afba208cb06fd81b2337,guide touristique,la,0.44,neutre_la,neutre,15,1.,NA,NA,la
1542050143 5e61d85f04a0afba208cb06fd81b2337,flûtiste,la,0.63,feminin_la,feminin,8,1.,NA,NA,la
1542050143 5e61d85f04a0afba208cb06fd81b2337,pilote,la,0.24,masculin_la,masculin,31,1.,NA,NA,la
1542050143 5e61d85f04a0afba208cb06fd81b2337,journaliste,la,0.46,neutre_la,neutre,3,1.,NA,NA,la
1542050143 5e61d85f04a0afba208cb06fd81b2337,secrétaire,la,0.82,feminin_la,feminin,2,1.,NA,NA,la
1542050143 5e61d85f04a0afba208cb06fd81b2337,diplomate,la,0.29,masculin_la,masculin,1,1.,NA,NA,la
1542050143 5e61d85f04a0afba208cb06fd81b2337,physiothérapeute,la,0.51,neutre_la,neutre,27,1.,NA,NA,la
1542050143 5e61d85f04a0afba208cb06fd81b2337,modèle,la,0.65,feminin_la,feminin,26,1.,NA,NA,la
1542050143 5e61d85f04a0afba208cb06fd81b2337,bagagiste,la,0.19,masculin_la,masculin,13,1.,NA,NA,la
1542050143 5e61d85f04a0afba208cb06fd81b2337,pédiatre,la,0.51,neutre_la,neutre,33,1.,NA,NA,la
1542050143 5e61d85f04a0afba208cb06fd81b2337,mannequin,la,0.68,feminin_la,feminin,20,1.,NA,NA,la
1542050143 5e61d85f04a0afba208cb06fd81b2337,clown,la,0.18,masculin_la,masculin,19,1.,NA,NA,la
1542050143 5e61d85f04a0afba208cb06fd81b2337,violoniste,la,0.56,neutre_la,neutre,9,1.,NA,NA,la
1542050143 5e61d85f04a0afba208cb06fd81b2337,manucure,la,0.9,feminin_la,feminin,14,1.,NA,NA,la
1542050143 5e61d85f04a0afba208cb06fd81b2337,bassiste,la,0.29,masculin_la,masculin,7,1.,NA,NA,la
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,logopédiste,le,0.66,feminin_le,feminin,22,1.,NA,NA,ale
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,ministre,le,0.25,masculin_le,masculin,6,1.,NA,NA,ale
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,vétérinaire,le,0.49,neutre_le,neutre,35,1.,NA,NA,ale
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,bibliothécaire,le,0.67,feminin_le,feminin,34,1.,NA,NA,ale
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,chimiste,le,0.3,masculin_le,masculin,24,1.,NA,NA,ale
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,biologiste,le,0.48,neutre_le,neutre,23,1.,NA,NA,ale
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,réceptionniste,le,0.74,feminin_le,feminin,4,1.,NA,NA,ale
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,neurologue,le,0.32,masculin_le,masculin,12,1.,NA,NA,ale
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,sténographe,le,0.5,neutre_le,neutre,29,1.,NA,NA,ale
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,dactylo,le,0.65,feminin_le,feminin,28,1.,NA,NA,ale
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,taxidermiste,le,0.3,masculin_le,masculin,30,1.,NA,NA,ale
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,graphiste,le,0.43,neutre_le,neutre,5,1.,NA,NA,ale
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,nutritionniste,le,0.74,feminin_le,feminin,10,1.,NA,NA,ale
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,métallurgiste,le,0.21,masculin_le,masculin,36,1.,NA,NA,ale
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,gynécologue,le,0.55,neutre_le,neutre,11,1.,NA,NA,ale
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,fleuriste,le,0.81,feminin_le,feminin,16,1.,NA,NA,ale
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,paysagiste,le,0.28,masculin_le,masculin,18,1.,NA,NA,ale
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,zoologiste,le,0.48,neutre_le,neutre,17,1.,NA,NA,ale
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,manucure,la,0.9,feminin_la,feminin,13,1.,NA,NA,la
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,physiothérapeute,la,0.51,neutre_la,neutre,26,1.,NA,NA,la
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,diplomate,la,0.29,masculin_la,masculin,3,1.,NA,NA,la
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,flûtiste,la,0.63,feminin_la,feminin,7,1.,NA,NA,la
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,guide touristique,la,0.44,neutre_la,neutre,14,1.,NA,NA,la
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,bassiste,la,0.29,masculin_la,masculin,9,1.,NA,NA,la
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,mannequin,la,0.68,feminin_la,feminin,19,1.,NA,NA,la
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,journaliste,la,0.46,neutre_la,neutre,2,1.,NA,NA,la
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,croque-mort,la,0.23,masculin_la,masculin,27,1.,NA,NA,la
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,modèle,la,0.65,feminin_la,feminin,25,1.,NA,NA,la
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,pédiatre,la,0.51,neutre_la,neutre,32,1.,NA,NA,la
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,clown,la,0.18,masculin_la,masculin,21,1.,NA,NA,la
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,secrétaire,la,0.82,feminin_la,feminin,1,1.,NA,NA,la
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,photographe,la,0.45,neutre_la,neutre,20,1.,NA,NA,la
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,pilote,la,0.24,masculin_la,masculin,33,1.,NA,NA,la
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,babysitter,la,0.9,feminin_la,feminin,31,1.,NA,NA,la
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,violoniste,la,0.56,neutre_la,neutre,8,1.,NA,NA,la
1542050681 8a73593eb0abf06a7511f8f509a1ebb8,bagagiste,la,0.19,masculin_la,masculin,15,1.,NA,NA,la
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,sténographe,le,0.5,neutre_le,neutre,29,1.,NA,NA,ale
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,logopédiste,le,0.66,feminin_le,feminin,22,1.,NA,NA,ale
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,paysagiste,le,0.28,masculin_le,masculin,18,1.,NA,NA,ale
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,biologiste,le,0.48,neutre_le,neutre,23,1.,NA,NA,ale
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,fleuriste,le,0.81,feminin_le,feminin,16,1.,NA,NA,ale
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,chimiste,le,0.3,masculin_le,masculin,24,1.,NA,NA,ale
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,gynécologue,le,0.55,neutre_le,neutre,11,1.,NA,NA,ale
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,nutritionniste,le,0.74,feminin_le,feminin,10,1.,NA,NA,ale
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,ministre,le,0.25,masculin_le,masculin,6,1.,NA,NA,ale
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,zoologiste,le,0.48,neutre_le,neutre,17,1.,NA,NA,ale
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,réceptionniste,le,0.74,feminin_le,feminin,4,1.,NA,NA,ale
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,taxidermiste,le,0.3,masculin_le,masculin,30,1.,NA,NA,ale
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,vétérinaire,le,0.49,neutre_le,neutre,35,1.,NA,NA,ale
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,dactylo,le,0.65,feminin_le,feminin,28,1.,NA,NA,ale
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,métallurgiste,le,0.21,masculin_le,masculin,36,1.,NA,NA,ale
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,graphiste,le,0.43,neutre_le,neutre,5,1.,NA,NA,ale
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,bibliothécaire,le,0.67,feminin_le,feminin,34,1.,NA,NA,ale
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,neurologue,le,0.32,masculin_le,masculin,12,1.,NA,NA,ale
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,diplomate,la,0.29,masculin_la,masculin,3,1.,NA,NA,la
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,physiothérapeute,la,0.51,neutre_la,neutre,26,1.,NA,NA,la
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,modèle,la,0.65,feminin_la,feminin,25,1.,NA,NA,la
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,bagagiste,la,0.19,masculin_la,masculin,15,1.,NA,NA,la
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,violoniste,la,0.56,neutre_la,neutre,8,1.,NA,NA,la
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,manucure,la,0.9,feminin_la,feminin,13,1.,NA,NA,la
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,croque-mort,la,0.23,masculin_la,masculin,27,1.,NA,NA,la
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,photographe,la,0.45,neutre_la,neutre,20,1.,NA,NA,la
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,flûtiste,la,0.63,feminin_la,feminin,7,1.,NA,NA,la
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,clown,la,0.18,masculin_la,masculin,21,1.,NA,NA,la
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,guide touristique,la,0.44,neutre_la,neutre,14,1.,NA,NA,la
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,secrétaire,la,0.82,feminin_la,feminin,1,1.,NA,NA,la
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,bassiste,la,0.29,masculin_la,masculin,9,1.,NA,NA,la
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,journaliste,la,0.46,neutre_la,neutre,2,1.,NA,NA,la
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,babysitter,la,0.9,feminin_la,feminin,31,1.,NA,NA,la
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,pilote,la,0.24,masculin_la,masculin,33,1.,NA,NA,la
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,pédiatre,la,0.51,neutre_la,neutre,32,1.,NA,NA,la
1542051011 48a9aaca640a33d25e2a98f2b6f2c399,mannequin,la,0.68,feminin_la,feminin,19,1.,NA,NA,la
1542051420 0188918450c806d97e23e06a32abff6b,réceptionniste,le,0.74,feminin_le,feminin,6,1.,NA,NA,ale
1542051420 0188918450c806d97e23e06a32abff6b,chimiste,le,0.3,masculin_le,masculin,23,1.,NA,NA,ale
1542051420 0188918450c806d97e23e06a32abff6b,vétérinaire,le,0.49,neutre_le,neutre,34,1.,NA,NA,ale
1542051420 0188918450c806d97e23e06a32abff6b,dactylo,le,0.65,feminin_le,feminin,30,1.,NA,NA,ale
1542051420 0188918450c806d97e23e06a32abff6b,taxidermiste,le,0.3,masculin_le,masculin,29,1.,NA,NA,ale
1542051420 0188918450c806d97e23e06a32abff6b,graphiste,le,0.43,neutre_le,neutre,4,1.,NA,NA,ale
1542051420 0188918450c806d97e23e06a32abff6b,nutritionniste,le,0.74,feminin_le,feminin,12,1.,NA,NA,ale
1542051420 0188918450c806d97e23e06a32abff6b,métallurgiste,le,0.21,masculin_le,masculin,35,1.,NA,NA,ale
1542051420 0188918450c806d97e23e06a32abff6b,biologiste,le,0.48,neutre_le,neutre,22,1.,NA,NA,ale
1542051420 0188918450c806d97e23e06a32abff6b,logopédiste,le,0.66,feminin_le,feminin,24,1.,NA,NA,ale
1542051420 0188918450c806d97e23e06a32abff6b,ministre,le,0.25,masculin_le,masculin,5,1.,NA,NA,ale
1542051420 0188918450c806d97e23e06a32abff6b,zoologiste,le,0.48,neutre_le,neutre,16,1.,NA,NA,ale
1542051420 0188918450c806d97e23e06a32abff6b,bibliothécaire,le,0.67,feminin_le,feminin,36,1.,NA,NA,ale
1542051420 0188918450c806d97e23e06a32abff6b,paysagiste,le,0.28,masculin_le,masculin,17,1.,NA,NA,ale
1542051420 0188918450c806d97e23e06a32abff6b,gynécologue,le,0.55,neutre_le,neutre,10,1.,NA,NA,ale
1542051420 0188918450c806d97e23e06a32abff6b,fleuriste,le,0.81,feminin_le,feminin,18,1.,NA,NA,ale
1542051420 0188918450c806d97e23e06a32abff6b,neurologue,le,0.32,masculin_le,masculin,11,1.,NA,NA,ale
1542051420 0188918450c806d97e23e06a32abff6b,sténographe,le,0.5,neutre_le,neutre,28,1.,NA,NA,ale
1542051420 0188918450c806d97e23e06a32abff6b,pédiatre,la,0.51,neutre_la,neutre,31,1.,NA,NA,la
1542051420 0188918450c806d97e23e06a32abff6b,croque-mort,la,0.23,masculin_la,masculin,26,1.,NA,NA,la
1542051420 0188918450c806d97e23e06a32abff6b,modèle,la,0.65,feminin_la,feminin,27,1.,NA,NA,la
1542051420 0188918450c806d97e23e06a32abff6b,physiothérapeute,la,0.51,neutre_la,neutre,25,1.,NA,NA,la
1542051420 0188918450c806d97e23e06a32abff6b,pilote,la,0.24,masculin_la,masculin,32,1.,NA,NA,la
1542051420 0188918450c806d97e23e06a32abff6b,secrétaire,la,0.82,feminin_la,feminin,3,1.,NA,NA,la
1542051420 0188918450c806d97e23e06a32abff6b,journaliste,la,0.46,neutre_la,neutre,1,1.,NA,NA,la
1542051420 0188918450c806d97e23e06a32abff6b,bassiste,la,0.29,masculin_la,masculin,8,1.,NA,NA,la
1542051420 0188918450c806d97e23e06a32abff6b,mannequin,la,0.68,feminin_la,feminin,21,1.,NA,NA,la
1542051420 0188918450c806d97e23e06a32abff6b,photographe,la,0.45,neutre_la,neutre,19,1.,NA,NA,la
1542051420 0188918450c806d97e23e06a32abff6b,bagagiste,la,0.19,masculin_la,masculin,14,1.,NA,NA,la
1542051420 0188918450c806d97e23e06a32abff6b,manucure,la,0.9,feminin_la,feminin,15,1.,NA,NA,la
1542051420 0188918450c806d97e23e06a32abff6b,guide touristique,la,0.44,neutre_la,neutre,13,1.,NA,NA,la
1542051420 0188918450c806d97e23e06a32abff6b,diplomate,la,0.29,masculin_la,masculin,2,1.,NA,NA,la
1542051420 0188918450c806d97e23e06a32abff6b,flûtiste,la,0.63,feminin_la,feminin,9,1.,NA,NA,la
1542051420 0188918450c806d97e23e06a32abff6b,violoniste,la,0.56,neutre_la,neutre,7,1.,NA,NA,la
1542051420 0188918450c806d97e23e06a32abff6b,clown,la,0.18,masculin_la,masculin,20,1.,NA,NA,la
1542051420 0188918450c806d97e23e06a32abff6b,babysitter,la,0.9,feminin_la,feminin,33,1.,NA,NA,la
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,biologiste,le,0.48,neutre_le,neutre,23,1.,NA,NA,ale
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,logopédiste,le,0.66,feminin_le,feminin,22,1.,NA,NA,ale
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,chimiste,le,0.3,masculin_le,masculin,24,1.,NA,NA,ale
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,vétérinaire,le,0.49,neutre_le,neutre,35,1.,NA,NA,ale
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,bibliothécaire,le,0.67,feminin_le,feminin,34,1.,NA,NA,ale
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,ministre,le,0.25,masculin_le,masculin,6,1.,NA,NA,ale
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,sténographe,le,0.5,neutre_le,neutre,29,1.,NA,NA,ale
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,nutritionniste,le,0.74,feminin_le,feminin,10,1.,NA,NA,ale
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,métallurgiste,le,0.21,masculin_le,masculin,36,1.,NA,NA,ale
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,zoologiste,le,0.48,neutre_le,neutre,17,1.,NA,NA,ale
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,fleuriste,le,0.81,feminin_le,feminin,16,1.,NA,NA,ale
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,neurologue,le,0.32,masculin_le,masculin,12,1.,NA,NA,ale
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,gynécologue,le,0.55,neutre_le,neutre,11,1.,NA,NA,ale
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,dactylo,le,0.65,feminin_le,feminin,28,1.,NA,NA,ale
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,paysagiste,le,0.28,masculin_le,masculin,18,1.,NA,NA,ale
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,graphiste,le,0.43,neutre_le,neutre,5,1.,NA,NA,ale
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,réceptionniste,le,0.74,feminin_le,feminin,4,1.,NA,NA,ale
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,taxidermiste,le,0.3,masculin_le,masculin,30,1.,NA,NA,ale
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,bagagiste,la,0.19,masculin_la,masculin,15,1.,NA,NA,la
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,pédiatre,la,0.51,neutre_la,neutre,32,1.,NA,NA,la
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,manucure,la,0.9,feminin_la,feminin,13,1.,NA,NA,la
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,clown,la,0.18,masculin_la,masculin,21,1.,NA,NA,la
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,photographe,la,0.45,neutre_la,neutre,20,1.,NA,NA,la
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,modèle,la,0.65,feminin_la,feminin,25,1.,NA,NA,la
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,croque-mort,la,0.23,masculin_la,masculin,27,1.,NA,NA,la
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,physiothérapeute,la,0.51,neutre_la,neutre,26,1.,NA,NA,la
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,flûtiste,la,0.63,feminin_la,feminin,7,1.,NA,NA,la
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,diplomate,la,0.29,masculin_la,masculin,3,1.,NA,NA,la
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,guide touristique,la,0.44,neutre_la,neutre,14,1.,NA,NA,la
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,mannequin,la,0.68,feminin_la,feminin,19,1.,NA,NA,la
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,pilote,la,0.24,masculin_la,masculin,33,1.,NA,NA,la
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,journaliste,la,0.46,neutre_la,neutre,2,1.,NA,NA,la
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,babysitter,la,0.9,feminin_la,feminin,31,1.,NA,NA,la
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,bassiste,la,0.29,masculin_la,masculin,9,1.,NA,NA,la
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,violoniste,la,0.56,neutre_la,neutre,8,1.,NA,NA,la
1542051445 b600b6bc70ba9f26d2d79e15b64cfafc,secrétaire,la,0.82,feminin_la,feminin,1,1.,NA,NA,la
1542052355 778e9d37953edeb49bad43a08d045f2c,bassiste,le,0.29,masculin_le,masculin,9,1.,NA,NA,ale
1542052355 778e9d37953edeb49bad43a08d045f2c,violoniste,le,0.56,neutre_le,neutre,8,1.,NA,NA,ale
1542052355 778e9d37953edeb49bad43a08d045f2c,babysitter,le,0.9,feminin_le,feminin,31,1.,NA,NA,ale
1542052355 778e9d37953edeb49bad43a08d045f2c,diplomate,le,0.29,masculin_le,masculin,3,1.,NA,NA,ale
1542052355 778e9d37953edeb49bad43a08d045f2c,pédiatre,le,0.51,neutre_le,neutre,32,1.,NA,NA,ale
1542052355 778e9d37953edeb49bad43a08d045f2c,flûtiste,le,0.63,feminin_le,feminin,7,1.,NA,NA,ale
1542052355 778e9d37953edeb49bad43a08d045f2c,bagagiste,le,0.19,masculin_le,masculin,15,1.,NA,NA,ale
1542052355 778e9d37953edeb49bad43a08d045f2c,photographe,le,0.45,neutre_le,neutre,20,1.,NA,NA,ale
1542052355 778e9d37953edeb49bad43a08d045f2c,manucure,le,0.9,feminin_le,feminin,13,1.,NA,NA,ale
1542052355 778e9d37953edeb49bad43a08d045f2c,clown,le,0.18,masculin_le,masculin,21,1.,NA,NA,ale
1542052355 778e9d37953edeb49bad43a08d045f2c,journaliste,le,0.46,neutre_le,neutre,2,1.,NA,NA,ale
1542052355 778e9d37953edeb49bad43a08d045f2c,mannequin,le,0.68,feminin_le,feminin,19,1.,NA,NA,ale
1542052355 778e9d37953edeb49bad43a08d045f2c,pilote,le,0.24,masculin_le,masculin,33,1.,NA,NA,ale
1542052355 778e9d37953edeb49bad43a08d045f2c,physiothérapeute,le,0.51,neutre_le,neutre,26,1.,NA,NA,ale
1542052355 778e9d37953edeb49bad43a08d045f2c,secrétaire,le,0.82,feminin_le,feminin,1,1.,NA,NA,ale
1542052355 778e9d37953edeb49bad43a08d045f2c,croque-mort,le,0.23,masculin_le,masculin,27,1.,NA,NA,ale
1542052355 778e9d37953edeb49bad43a08d045f2c,guide touristique,le,0.44,neutre_le,neutre,14,1.,NA,NA,ale
1542052355 778e9d37953edeb49bad43a08d045f2c,modèle,le,0.65,feminin_le,feminin,25,1.,NA,NA,ale
1542052355 778e9d37953edeb49bad43a08d045f2c,biologiste,la,0.48,neutre_la,neutre,23,1.,NA,NA,la
1542052355 778e9d37953edeb49bad43a08d045f2c,ministre,la,0.25,masculin_la,masculin,6,1.,NA,NA,la
1542052355 778e9d37953edeb49bad43a08d045f2c,logopédiste,la,0.66,feminin_la,feminin,22,1.,NA,NA,la
1542052355 778e9d37953edeb49bad43a08d045f2c,zoologiste,la,0.48,neutre_la,neutre,17,1.,NA,NA,la
1542052355 778e9d37953edeb49bad43a08d045f2c,paysagiste,la,0.28,masculin_la,masculin,18,1.,NA,NA,la
1542052355 778e9d37953edeb49bad43a08d045f2c,réceptionniste,la,0.74,feminin_la,feminin,4,1.,NA,NA,la
1542052355 778e9d37953edeb49bad43a08d045f2c,gynécologue,la,0.55,neutre_la,neutre,11,1.,NA,NA,la
1542052355 778e9d37953edeb49bad43a08d045f2c,taxidermiste,la,0.3,masculin_la,masculin,30,1.,NA,NA,la
1542052355 778e9d37953edeb49bad43a08d045f2c,dactylo,la,0.65,feminin_la,feminin,28,1.,NA,NA,la
1542052355 778e9d37953edeb49bad43a08d045f2c,sténographe,la,0.5,neutre_la,neutre,29,1.,NA,NA,la
1542052355 778e9d37953edeb49bad43a08d045f2c,métallurgiste,la,0.21,masculin_la,masculin,36,1.,NA,NA,la
1542052355 778e9d37953edeb49bad43a08d045f2c,bibliothécaire,la,0.67,feminin_la,feminin,34,1.,NA,NA,la
1542052355 778e9d37953edeb49bad43a08d045f2c,vétérinaire,la,0.49,neutre_la,neutre,35,1.,NA,NA,la
1542052355 778e9d37953edeb49bad43a08d045f2c,chimiste,la,0.3,masculin_la,masculin,24,1.,NA,NA,la
1542052355 778e9d37953edeb49bad43a08d045f2c,fleuriste,la,0.81,feminin_la,feminin,16,1.,NA,NA,la
1542052355 778e9d37953edeb49bad43a08d045f2c,graphiste,la,0.43,neutre_la,neutre,5,1.,NA,NA,la
1542052355 778e9d37953edeb49bad43a08d045f2c,neurologue,la,0.32,masculin_la,masculin,12,1.,NA,NA,la
1542052355 778e9d37953edeb49bad43a08d045f2c,nutritionniste,la,0.74,feminin_la,feminin,10,1.,NA,NA,la
1542052547 a33efbf9578cc4a72b7a78124fbc9c83,croque-mort,le,0.23,masculin_le,masculin,27,1.,NA,NA,ale
1542052547 a33efbf9578cc4a72b7a78124fbc9c83,secrétaire,le,0.82,feminin_le,feminin,1,1.,NA,NA,ale
1542052547 a33efbf9578cc4a72b7a78124fbc9c83,journaliste,le,0.46,neutre_le,neutre,2,1.,NA,NA,ale
1542052547 a33efbf9578cc4a72b7a78124fbc9c83,pilote,le,0.24,masculin_le,masculin,33,1.,NA,NA,ale
1542052547 a33efbf9578cc4a72b7a78124fbc9c83,modèle,le,0.65,feminin_le,feminin,25,1.,NA,NA,ale
1542052547 a33efbf9578cc4a72b7a78124fbc9c83,physiothérapeute,le,0.51,neutre_le,neutre,26,1.,NA,NA,ale
1542052547 a33efbf9578cc4a72b7a78124fbc9c83,bagagiste,le,0.19,masculin_le,masculin,15,1.,NA,NA,ale
1542052547 a33efbf9578cc4a72b7a78124fbc9c83,mannequin,le,0.68,feminin_le,feminin,19,1.,NA,NA,ale
1542052547 a33efbf9578cc4a72b7a78124fbc9c83,pédiatre,le,0.51,neutre_le,neutre,32,1.,NA,NA,ale
1542052547 a33efbf9578cc4a72b7a78124fbc9c83,diplomate,le,0.29,masculin_le,masculin,3,1.,NA,NA,ale
1542052547 a33efbf9578cc4a72b7a78124fbc9c83,manucure,le,0.9,feminin_le,feminin,13,1.,NA,NA,ale
